Full,,,,,,,,,,
,variant,acc_mean,acc_std,,,,,variant,acc_mean,acc_std
1,full_ft,0.3780487804878046,2.7719881497938591E-2,,,,,full_ft,0.3780487804878046,2.7719881497938591E-2
r8,,,,,,,r8,,,
,variant,acc_mean,acc_std,,,,,variant,acc_mean,acc_std
1,lora,0.30894308943089405,2.4559036531696065E-2,,,,1,lora,0.30894308943089405,2.4559036531696065E-2
2,flat_lora,0.30284552845528434,1.0363860799985289E-2,,,,2,flat_lora,0.30284552845528434,1.0363860799985289E-2
3,lora_pacf,0.310975609756097,1.3172237191885658E-2,,,,3,lora_pacf,0.310975609756097,1.3172237191885658E-2
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
r16,,,,,,,r16,,,
,variant,acc_mean,acc_std,,,,,variant,acc_mean,acc_std
1,lora,0.32113821138211329,3.0009802967954011E-2,,,,1,lora,0.32113821138211329,3.0009802967954011E-2
2,flat_lora,0.32926829268292668,2.7719881497938609E-2,,,,2,flat_lora,0.32926829268292668,2.7719881497938609E-2
3,lora_pacf,0.33739837398373934,3.2393043598595656E-2,,,,3,lora_pacf,0.33739837398373934,3.2393043598595656E-2
full,,,,,,,,,,
,ts,task,variant,mode,run_name,metric,value,n,args,
1,20260126-125045,code,full,single,code-full-seed1-e2-lr0.0001-pac1e-05-wr0.3-drop0.05-r8-a16,humaneval_pass1,0.34756097560975602,164,"{""task"": ""code"", ""variant"": ""full"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""runs_llm_code_v22_full_paper"", ""lora_r"": 8, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0001, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 2, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 1e-05, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 1, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",
2,20260126-173708,code,full,single,code-full-seed2-e2-lr0.0001-pac1e-05-wr0.3-drop0.05-r8-a16,humaneval_pass1,0.37195121951219501,164,"{""task"": ""code"", ""variant"": ""full"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""runs_llm_code_v22_full_paper"", ""lora_r"": 8, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0001, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 2, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 1e-05, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 2, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",
3,20260126-222119,code,full,single,code-full-seed3-e2-lr0.0001-pac1e-05-wr0.3-drop0.05-r8-a16,humaneval_pass1,0.41463414634146301,164,"{""task"": ""code"", ""variant"": ""full"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""runs_llm_code_v22_full_paper"", ""lora_r"": 8, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0001, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 2, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 1e-05, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 3, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",
,,,,,,mean,0.3780487804878046,,,
,,,,,,std,2.7719881497938591E-2,,,
r8,,,,,,,,,,
lora,,,,,,,,,,
,ts,task,variant,mode,run_name,metric,value,n,args,
1,20260123-194431,code,lora,single,code-lora-seed1-e2-lr0.0005-pac0.3-wr0.3-drop0.05-r8-a16,humaneval_pass1,0.27439024390243899,164,"{""task"": ""code"", ""variant"": ""lora"", ""mode"": ""single"", ""model"": ""meta-llama/Llama-2-7b-hf"", ""out"": ""llm_code_v22_lora_2"", ""lora_r"": 8, ""lora_alpha"": 16, ""lora_dropout"": 0.05, ""epochs"": 2, ""lr"": 0.0005, ""wd"": 0.0, ""warmup"": 0.03, ""batch"": 2, ""eval_bs"": 2, ""accum"": 16, ""scheduler"": ""cosine"", ""flat_sigma"": 0.05, ""pac_lambda"": 0.3, ""reg_warm"": 0.3, ""grid_lam"": [5e-06, 1e-05, 2e-05], ""grid_wr"": [0.25, 0.3], ""seed"": 1, ""wandb_project"": null, ""wandb_mode"": ""disabled"", ""debug_n"": -1}",
